"OTU|Taxa","M04","M06","M07","M02","M03","M30","M01","M38","M08","M33","M09","M36","M34","M39","M31","M32","M35","M37","M29","M14","M11","M12","M58","M53","M50","M52","M84","M85","M77","M54","M81","M80","M59","M90","M97","M87","M94","M93","M89","M88","M67","M51","M96","M42","M10","M46","M21","M43","M45","M23","M22","M44","M48","M26","M25","M24","M27","M40","M20","M15","M62","M61","M66","M69","M63","M68","M60","M64","M65","M86","M47","M41","M55","M49","M79","M82","M76","M78","M56","M57","M91","M19","M16","M18","M28","M05","M83","M17","M13","M92","M95"
"107044|Rikenellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43262411347518e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43262411347518e-05,0,0,0,0,0,0,4.43262411347518e-05,0,0,4.43262411347518e-05,0,0,0,0,0,0,0,0,0,0,0,4.43262411347518e-05,0,0,0,0,0,0,0,0,0,0
"1076818|Lachnospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000443262411347518,0.000221631205673759,0.000443262411347518,0.000265957446808511,8.86524822695036e-05,0.000177304964539007,0.000132978723404255,0,0,0,8.86524822695036e-05,0,0,0.000398936170212766,0,0,0,0,0,0,0,0,0.000354609929078014,0,0,0.000265957446808511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310283687943262,0,0,0,0,0,0,0,0,0,0,0,0,8.86524822695036e-05,0.000177304964539007,0,0,0,0,0.000132978723404255,0.000265957446808511,0,0.000354609929078014,4.43262411347518e-05,0.000797872340425532,0,0,0,0.000576241134751773,0.000177304964539007,0,0
"1105328|Lachnospiraceae",0.000576241134751773,0.0013741134751773,0.0011968085106383,0.0011968085106383,0.00195035460992908,0.000221631205673759,0.00101950354609929,0.000177304964539007,0.00132978723404255,0.000221631205673759,0.00177304964539007,0.000620567375886525,0.000398936170212766,0.000354609929078014,0.000310283687943262,0.000132978723404255,0.000709219858156028,0.000398936170212766,0,0.000132978723404255,0.000132978723404255,0.000221631205673759,0,0.000132978723404255,0,0.000132978723404255,0.000576241134751773,0.000221631205673759,0.000221631205673759,0,0.000443262411347518,0.0012854609929078,0.000177304964539007,0,0,0,0,0,0.000177304964539007,4.43262411347518e-05,0,8.86524822695036e-05,4.43262411347518e-05,0,4.43262411347518e-05,0,0,0.00115248226950355,0.00141843971631206,0,0,4.43262411347518e-05,0.00146276595744681,0,0,0,0,0.00261524822695035,0,0.000177304964539007,0,0,0,0,0,0,0,0,0,0.000531914893617021,0.00132978723404255,0.00221631205673759,0,8.86524822695036e-05,0.000709219858156028,0.000354609929078014,0.000398936170212766,0.00048758865248227,0,8.86524822695036e-05,0,0,0,0.000132978723404255,0,0.00132978723404255,0.00048758865248227,0.000221631205673759,8.86524822695036e-05,0,0
"1106254|[Paraprevotellaceae]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43262411347518e-05,4.43262411347518e-05,0,0,0.0192375886524823,0.0450354609929078,0.0452127659574468,0,0.0396719858156028,0.0150709219858156,0,0,4.43262411347518e-05,0,0,0,0,0,0,0,4.43262411347518e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43262411347518e-05,0,4.43262411347518e-05,4.43262411347518e-05,0,0,0,0,0.0439716312056738,0,0,4.43262411347518e-05,0,0.0400265957446808,0.0348404255319149,0.0293439716312057,0.0325354609929078,0,4.43262411347518e-05,0,0,0,0,0,0,0.0299202127659574,0,0,0,4.43262411347518e-05
"1106614|NA",0.0197695035460993,0.0296542553191489,0.0208333333333333,0.0190159574468085,0.0270833333333333,0,0.018040780141844,4.43262411347518e-05,0.0227393617021277,0,0.0173315602836879,0,0,4.43262411347518e-05,0,0,0,0,0,0.0269946808510638,0.125709219858156,0.0354166666666667,0,0,0,8.86524822695036e-05,0,0,0,0,0,0,0,0,0,4.43262411347518e-05,0,0,0,0,0,0,0,0,0.0207446808510638,0,0,0,8.86524822695036e-05,8.86524822695036e-05,8.86524822695036e-05,4.43262411347518e-05,0,0,0,0,0.00975177304964539,4.43262411347518e-05,0,0.0284574468085106,0,0,0,0,0,4.43262411347518e-05,0,0,0,0,4.43262411347518e-05,8.86524822695036e-05,0,0,0,4.43262411347518e-05,0,0,0,0.0578900709219858,0,0.112145390070922,0.0809397163120567,0.0148936170212766,0,0.0148049645390071,0,0.0363475177304965,0.0852393617021277,8.86524822695036e-05,0
"1107027|Lactobacillaceae",0.0611258865248227,0.0480939716312057,0.203679078014184,0.0996897163120567,0.0227393617021277,0,0.0914007092198582,0,0.101994680851064,4.43262411347518e-05,0.0195035460992908,0,4.43262411347518e-05,0,4.43262411347518e-05,0,0,4.43262411347518e-05,8.86524822695036e-05,0.00155141843971631,0,0.000221631205673759,0,0.000132978723404255,0,0.000177304964539007,0.0960549645390071,0.0288120567375887,0,8.86524822695036e-05,0.0641400709219858,0.144148936170213,0.000842198581560284,4.43262411347518e-05,0,0,4.43262411347518e-05,0,0,0,0,0,4.43262411347518e-05,4.43262411347518e-05,0.000132978723404255,8.86524822695036e-05,0.000132978723404255,0,4.43262411347518e-05,0.000177304964539007,4.43262411347518e-05,4.43262411347518e-05,0,4.43262411347518e-05,8.86524822695036e-05,8.86524822695036e-05,4.43262411347518e-05,0,0.000132978723404255,0.00234929078014184,4.43262411347518e-05,4.43262411347518e-05,8.86524822695036e-05,4.43262411347518e-05,4.43262411347518e-05,0,4.43262411347518e-05,0,0,0,4.43262411347518e-05,0.000265957446808511,0.000132978723404255,0.0012854609929078,0.06875,0,0,0,0,4.43262411347518e-05,4.43262411347518e-05,4.43262411347518e-05,0.000177304964539007,4.43262411347518e-05,0,0.0113475177304965,4.43262411347518e-05,8.86524822695036e-05,4.43262411347518e-05,0,0
"110944|Lachnospiraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43262411347518e-05,0.000132978723404255,0,0,0,4.43262411347518e-05,0,4.43262411347518e-05,0,0,0,0,0,0.000132978723404255,0,4.43262411347518e-05,0,8.86524822695036e-05,0.000132978723404255,0,0,8.86524822695036e-05,8.86524822695036e-05,0,4.43262411347518e-05,0,0,0.000132978723404255,0,0,0,0,0,0,0,0,0,0,0,4.43262411347518e-05,4.43262411347518e-05,0.000177304964539007,0,0,4.43262411347518e-05,0,4.43262411347518e-05,0,0,0,0,0,0,4.43262411347518e-05,0,0,0,0,0,0,0
"1111294|Enterobacteriaceae",0,0,0,4.43262411347518e-05,0,0.0049645390070922,0,0.00403368794326241,0,0.00726950354609929,0,0.00460992907801418,0.00571808510638298,0.00359042553191489,0.00523049645390071,0.00110815602836879,0.00350177304964539,0.00190602836879433,0.000576241134751773,0,0,0,4.43262411347518e-05,0,0,4.43262411347518e-05,0,0,4.43262411347518e-05,8.86524822695036e-05,0,0,4.43262411347518e-05,0.00296985815602837,0.000886524822695035,4.43262411347518e-05,0.000265957446808511,0.000531914893617021,0.000398936170212766,0.000975177304964539,0,0.00075354609929078,0,4.43262411347518e-05,4.43262411347518e-05,0,0.000177304964539007,0.00075354609929078,0.000265957446808511,4.43262411347518e-05,0.00195035460992908,4.43262411347518e-05,0.00048758865248227,0.00075354609929078,0.000531914893617021,0.00048758865248227,0.00124113475177305,0.000221631205673759,0,0,0,0.00159574468085106,0,0.00664893617021277,4.43262411347518e-05,0.000398936170212766,0,0.000443262411347518,0.00101950354609929,0,4.43262411347518e-05,0.000221631205673759,0.000310283687943262,0.000177304964539007,0,4.43262411347518e-05,0.000177304964539007,0,0.000132978723404255,4.43262411347518e-05,0.00075354609929078,4.43262411347518e-05,8.86524822695036e-05,0,0.00199468085106383,0,0,0,0,0.0048758865248227,0
"1111582|Enterococcaceae",0,0,0,4.43262411347518e-05,0,0,0,0,4.43262411347518e-05,0,8.86524822695036e-05,0.000265957446808511,0,0,4.43262411347518e-05,0,0,0,0,0,0,0,0,0,0,0,0.000310283687943262,4.43262411347518e-05,0.00536347517730496,0,0,0.000132978723404255,0,8.86524822695036e-05,0,0,0.000265957446808511,0.000265957446808511,4.43262411347518e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00651595744680851,0,0,0.000398936170212766,8.86524822695036e-05,4.43262411347518e-05,0.00155141843971631,0.0075354609929078,0.0125,0,0.000177304964539007,0,0,0,0,0,0.000132978723404255,0.0063386524822695,0,0,0,4.43262411347518e-05
